productId,title,stock
78177,T-Shirt Basica Vermelho Espetaculo - G,True
83154,Vestido Curto Estampado Sevilha Sevilha_Verde Amazonita - PP,True
83157,Vestido Alça Estampado Sevilha Sevilha_Verde Amazonita - GG,True
82964,Vestido Longo Estampado Caja Caja_Off White - P,True
84446,Vestido Curto Estampado Samambaia Est Samambaia_Off White @ - G,True
80870,Calça Recorte Sarja Off Off White - 34,True
151963,Tênis Avenida Tratorado Folhagem De Banana - 35,True
78176,T-Shirt Basica Azul Atlantico - GG,True
154690,Vestido Dia Do Mangue Est Dia No Mangue Fundo Areia Taua% - 2,True
65130,Sand Rast Pelo Miçangas Ferrugem - 37,True
77522,Calça Localizada Paisley Onça Paisley Onca_Bege Cupuacu - G,True
75069,Saia Curta Estampada Cavalos Coloridos Multicolorido - PP,True
83840,Vestido Curto Viés Alcinha Off White - M,True
69613,Sandal Shiny Platform Preto - 41,True
149419,Biquíni Asa Delta Estampado Delicadeza Surreal Delicadeza Surreal_Praia_Preto - GG,True
74729,Regata Básica Rib Azul Martim - GG,True
84463,T-Shirt Estampada Camafeu Tropical Est Camafeu Tropical_Off White @ - M,True
83738,Vestido Longo Franzido Alcinhas Off White - M,True
73865,Túnica Estampada Tarde De Verão Tarde De Verao_Vermelho Pitanga - G,True
79867,Regata Estampada Lenço De Inverno Lenco De Inverno_Bege Macrame - M,True
74858,Saia Sarja Listra Neon Listra Floral Neon_Sarja_Multicolorido - 42,True
84727,Sand Puff Flatform Off White - 34,True
84344,Colar Grande De Miçanga Yawanawa Multicolorido - U,True
81764,Cardigan Tricot Pelinho Amarelo Cevada - G,True
80866,Calça Pantalona Metalizado Dourado - P,True
71622,Regata Tiras Laterais Verde Pilar - M,True
154367,Pochete Farmete Menina Bonita Menina Bonita - U,True
77214,Biquíni Bicolor Ciranda Do Mar Oceano - M,True
149837,Nécessaire Caçula Folhagem Cool Folhagem Cool - U,True
57383,Almofada Fofa Danca De Cor Est Lencos De Verao_Multicolorido - U,True
74923,Short Degrau Jeans Desfiado Jeans - 40,True
